First Name,Last Name,Gender,Date of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Year of Joining,DOW of Joining,Age in Company (Years),Initial Salary,Salary increase % ,State,Region
Lucas,Gaston,M,11/18/1973,43.72,65,11/15/2013,2013,Friday,3.7,140555,12%,WV,South
Billy,Swenson,M,5/28/1966,51.2,88,1/22/1989,1989,Sunday,28.53,189855,9%,PA,Northeast
Calista,Eskridge,F,7/14/1987,30.06,60,9/17/2012,2012,Monday,4.86,186674,11%,NM,West
Cliff,Tanner,M,8/30/1979,37.94,57,4/12/2011,2011,Tuesday,6.3,112066,26%,GA,South
Winnifred,Gonsalves,F,11/26/1977,39.7,40,9/2/1999,1999,Thursday,17.92,178341,21%,IL,Midwest
Robert,Espinoza,M,10/16/1979,37.81,86,9/26/2011,2011,Monday,5.84,82161,1%,MO,Midwest
Rex,Guerrero,M,10/5/1980,36.84,58,9/28/2011,2011,Wednesday,5.84,52760,15%,NV,West
Howard,Cleveland,M,10/20/1981,35.79,52,1/6/2007,2007,Saturday,10.56,164782,22%,ND,Midwest
Hal,Houck,M,2/28/1980,37.44,87,8/17/2005,2005,Wednesday,11.95,147263,21%,OH,Midwest
Briana,Hogan,F,11/24/1963,53.71,53,11/4/2001,2001,Sunday,15.74,154186,18%,TX,South
Boyce,Hutcheson,M,8/30/1979,37.94,80,3/5/2009,2009,Thursday,8.4,100320,10%,KY,South
Alena,Dagostino,F,2/1/1963,54.52,60,5/17/2011,2011,Tuesday,6.2,71205,1%,AL,South
Otto,Bethea,M,6/8/1966,51.17,51,3/7/1991,1991,Thursday,26.41,160689,11%,FL,South
Alane,Bowling,F,8/28/1985,31.94,50,9/2/2006,2006,Saturday,10.91,155821,21%,OR,West
Caroyln,Bloom,F,1/2/1963,54.61,46,3/7/1991,1991,Thursday,26.41,169675,28%,MO,Midwest
Annie,Witherspoon,F,5/22/1966,51.22,60,11/24/1999,1999,Wednesday,17.69,160368,24%,IN,Midwest
Hai,Moses,M,11/4/1971,45.76,80,8/4/2002,2002,Sunday,14.99,161521,26%,GA,South
Harlan,Hobbs,M,4/30/1971,46.28,57,5/21/1999,1999,Friday,18.2,188364,14%,TN,South
Cordell,Elmore,M,8/25/1968,48.96,82,5/15/1999,1999,Saturday,18.22,166928,9%,CA,West
Adell,Schmitt,F,8/9/1981,35.99,46,1/12/2008,2008,Saturday,9.55,83960,30%,SC,South
Terrell,Leahy,M,5/20/1983,34.21,73,1/25/2012,2012,Wednesday,5.51,44690,23%,TX,South
Reiko,Chen,F,10/28/1959,57.79,51,4/4/2012,2012,Wednesday,5.32,177021,17%,MI,Midwest
Harrison,Glover,M,1/31/1996,21.5,67,4/17/2017,2017,Monday,0.28,46464,23%,TX,South
Alberto,Arndt,M,2/19/1965,52.47,68,5/8/2002,2002,Wednesday,15.23,148827,21%,KY,South
Avril,Seaman,F,6/8/1959,58.18,48,1/15/1995,1995,Sunday,22.55,139659,23%,IN,Midwest
Loyd,Mowery,M,4/24/1966,51.3,77,2/26/1989,1989,Sunday,28.44,183403,19%,NY,Northeast
Daniel,Bright,M,12/6/1986,30.66,77,10/2/2012,2012,Tuesday,4.82,153450,18%,NY,Northeast
Olene,Kurtz,F,4/20/1976,41.3,43,9/1/2013,2013,Sunday,3.91,129471,0%,AR,South
Bret,Rodrigue,M,3/3/1966,51.44,58,3/29/1994,1994,Tuesday,23.35,132922,6%,GA,South
Rosario,Hayward,F,9/22/1962,54.88,60,8/18/2002,2002,Sunday,14.95,118028,2%,PA,Northeast
Oleta,Lopes,F,5/23/1961,56.22,43,6/24/1998,1998,Wednesday,19.11,166333,1%,OK,South
Edmund,Sherwood,M,12/22/1962,54.64,69,3/1/2009,2009,Sunday,8.41,40550,17%,AL,South
Daphine,Fortner,F,3/9/1963,54.42,47,12/4/2007,2007,Tuesday,9.65,110504,9%,KY,South
Martha,Munger,F,3/12/1975,42.41,41,1/23/2014,2014,Thursday,3.51,132820,29%,CA,West
Domingo,French,M,10/1/1959,57.86,86,1/30/2007,2007,Tuesday,10.5,159340,7%,PA,Northeast
Freddy,Allred,M,12/13/1975,41.65,75,3/13/2016,2016,Sunday,1.38,149379,25%,IL,Midwest
Randee,Amaya,F,11/24/1978,38.7,49,5/18/2002,2002,Saturday,15.21,40462,7%,NC,South
Arica,Oquendo,F,8/9/1986,30.99,58,9/5/2014,2014,Friday,2.9,93608,4%,AZ,West
Deeann,Stuckey,F,12/6/1983,33.67,40,11/2/2012,2012,Friday,4.74,104982,23%,AZ,West
Kasey,Benedict,M,7/19/1993,24.04,53,2/18/2016,2016,Thursday,1.44,68428,4%,MD,South
Michael,Justice,M,2/12/1974,43.48,59,12/22/1995,1995,Friday,21.61,95385,25%,IA,Midwest
Galen,Grace,M,1/28/1995,22.51,69,4/23/2017,2017,Sunday,0.26,52629,28%,AR,South
Cari,Michel,F,12/30/1977,39.6,60,6/26/2017,2017,Monday,0.09,56550,6%,IL,Midwest
Russell,Carder,F,2/2/1980,37.51,53,11/15/2013,2013,Friday,3.7,127825,24%,AZ,West
Alfonso,Pressley,M,6/23/1978,39.12,83,10/4/2010,2010,Monday,6.82,54891,4%,NY,Northeast
Monte,Landry,M,6/18/1994,23.13,60,10/13/2015,2015,Tuesday,1.79,121027,15%,IA,Midwest
Felipe,Harkins,M,7/31/1964,53.03,70,2/29/2004,2004,Sunday,13.42,50617,4%,MN,Midwest
Noble,Neuman,M,4/27/1983,34.28,63,1/7/2011,2011,Friday,6.56,67852,6%,TX,South
Joycelyn,Francis,F,12/25/1992,24.61,50,2/11/2015,2015,Wednesday,2.46,188131,19%,DC,South
Walton,Danielson,M,11/2/1993,23.75,85,3/17/2016,2016,Thursday,1.36,61348,5%,OH,Midwest
Dorian,Baines,M,5/29/1986,31.19,70,6/13/2013,2013,Thursday,4.13,49535,3%,CA,West
Miriam,Sebastian,F,1/13/1959,58.58,47,4/21/2003,2003,Monday,14.28,171449,19%,AL,South
Cierra,Albertson,F,7/16/1970,47.07,58,12/18/1997,1997,Thursday,19.62,96284,10%,MD,South
Kathe,Acker,F,1/16/1959,58.57,43,6/24/2017,2017,Saturday,0.09,40049,9%,ME,Northeast
Elfrieda,Keys,F,11/18/1969,47.72,43,3/29/1996,1996,Friday,21.35,83940,7%,NC,South
Hiram,Burleson,M,6/5/1985,32.17,58,2/3/2013,2013,Sunday,4.48,196712,30%,PA,Northeast
Tyree,Baylor,M,4/27/1991,26.27,79,3/15/2016,2016,Tuesday,1.37,155067,13%,TX,South
Tuyet,Milligan,F,1/26/1988,29.52,46,2/10/2014,2014,Monday,3.46,139992,29%,WA,West
Zackary,Gonzales,M,6/8/1978,39.16,89,9/30/1999,1999,Thursday,17.84,115247,20%,KY,South
Shanta,Cardenas,F,10/16/1970,46.81,54,10/22/1991,1991,Tuesday,25.78,109392,24%,MA,Northeast
Willard,Spellman,M,6/19/1970,47.14,54,1/30/2013,2013,Wednesday,4.49,117222,30%,WA,West
Maryann,Coker,F,10/8/1979,37.83,53,6/28/2010,2010,Monday,7.09,72941,16%,GA,South
Willie,Porterfield,M,3/7/1959,58.43,73,3/16/2003,2003,Sunday,14.38,98154,16%,TN,South
Amado,Barksdale,M,10/18/1984,32.8,82,2/26/2017,2017,Sunday,0.42,55398,22%,NY,Northeast
Shelby,Badger,M,5/16/1989,28.22,66,9/29/2015,2015,Tuesday,1.83,155024,29%,CO,West
Rodger,Redmond,M,2/20/1965,52.47,82,3/22/1988,1988,Tuesday,29.37,52074,21%,VA,South
Vincent,Switzer,M,4/2/1996,21.33,87,3/30/2017,2017,Thursday,0.33,83139,3%,MI,Midwest
Joi,Beaudoin,F,3/8/1966,51.42,55,8/2/2008,2008,Saturday,8.99,53294,30%,NE,Midwest
Lieselotte,Loya,F,5/26/1964,53.21,42,4/25/1999,1999,Sunday,18.27,182780,13%,CO,West
Kandi,Silvia,F,12/3/1970,46.68,54,9/18/2004,2004,Saturday,12.87,104469,19%,VA,South
Gilberto,Ammons,M,7/10/1979,38.08,57,12/25/2003,2003,Thursday,13.6,198963,6%,SC,South
Carey,Stallings,F,2/6/1976,41.5,41,5/15/1997,1997,Thursday,20.22,46801,6%,IA,Midwest
Denese,Lundgren,F,2/28/1978,39.44,41,9/1/1999,1999,Wednesday,17.92,179329,9%,IL,Midwest
Terica,Lindsey,F,2/16/1961,56.48,48,4/15/1987,1987,Wednesday,30.31,63612,13%,NJ,Northeast
Corrie,Roper,F,11/7/1974,42.75,58,11/22/2008,2008,Saturday,8.68,195165,24%,MN,Midwest
Eloise,Sandoval,F,9/24/1983,33.87,50,7/20/2014,2014,Sunday,3.02,157297,20%,TN,South
Vern,Dabbs,M,3/17/1987,30.39,64,9/25/2011,2011,Sunday,5.84,70538,24%,DC,South
Shannon,Brock,M,6/17/1973,44.14,63,6/13/2008,2008,Friday,9.13,81897,28%,NE,Midwest
Jerrold,Petersen,M,10/6/1970,46.84,74,1/27/2007,2007,Saturday,10.51,144568,26%,KY,South
Jarrod,Harrell,M,10/1/1963,53.86,54,2/4/1998,1998,Wednesday,19.49,176313,8%,MS,South
Dexter,Wyman,M,6/11/1958,59.17,61,7/20/1999,1999,Tuesday,18.04,131810,19%,IL,Midwest
Tyree,Emerson,M,11/21/1982,34.71,54,1/15/2008,2008,Tuesday,9.54,63122,12%,KY,South
Toi,Sloan,F,11/20/1975,41.72,47,3/30/1997,1997,Sunday,20.34,65776,19%,NY,Northeast
Tyisha,Osorio,F,9/29/1993,23.84,41,1/23/2016,2016,Saturday,1.51,58040,17%,CA,West
Dian,Montes,F,7/26/1966,51.04,48,6/3/1994,1994,Friday,23.17,150575,8%,KY,South
Rosalba,Brantley,F,2/17/1960,57.48,53,6/5/2017,2017,Monday,0.15,94992,2%,KS,Midwest
Colby,Kiefer,M,6/20/1960,57.14,62,6/11/2005,2005,Saturday,12.14,65674,26%,PA,Northeast
Freida,Starks,F,11/28/1961,55.7,59,10/1/1984,1984,Monday,32.84,131823,7%,ND,Midwest
Jenee,Grove,F,9/14/1979,37.9,51,1/13/2008,2008,Sunday,9.55,68795,14%,VA,South
Maile,Durham,F,1/23/1969,48.54,40,4/22/1997,1997,Tuesday,20.28,121619,12%,VA,South
Carmine,Runyon,M,10/25/1992,24.77,87,9/21/2016,2016,Wednesday,0.85,41927,18%,OH,Midwest
Pia,Longo,F,4/12/1976,41.32,48,5/3/2004,2004,Monday,13.24,74664,8%,NC,South
Jasper,Rickard,M,10/23/1995,21.78,82,6/2/2017,2017,Friday,0.15,185467,27%,OR,West
Kaitlyn,Bradford,F,5/15/1991,26.22,52,6/12/2012,2012,Tuesday,5.13,136020,22%,VT,Northeast
Jonie,Seitz,F,12/8/1985,31.66,57,9/21/2012,2012,Friday,4.85,65483,29%,CA,West
Troy,Dumas,M,6/23/1994,23.11,72,9/14/2015,2015,Monday,1.87,163723,11%,VT,Northeast
Lou,Schiller,F,3/26/1984,33.36,49,8/7/2007,2007,Tuesday,9.98,119113,10%,TX,South
Tyra,Knudson,F,12/19/1984,32.63,41,7/19/2017,2017,Wednesday,0.02,92618,12%,AL,South
Todd,Collazo,M,11/10/1989,27.73,53,1/16/2015,2015,Friday,2.53,163071,9%,NY,Northeast
Deandra,Stidham,F,2/10/1960,57.5,52,1/28/1988,1988,Thursday,29.52,168811,14%,SC,South
Eric,Isaacson,M,2/17/1983,34.47,51,5/11/2006,2006,Thursday,11.22,50292,24%,VA,South
Jarrett,Yanez,M,6/20/1981,36.13,62,7/12/2006,2006,Wednesday,11.05,179745,26%,KS,Midwest
Karine,Pearson,F,4/13/1977,40.32,56,2/15/2010,2010,Monday,7.45,139700,20%,PA,Northeast
Damion,Travis,M,3/6/1978,39.42,50,7/19/2017,2017,Wednesday,0.02,44901,17%,MT,West
Mario,Vanburen,F,1/22/1963,54.55,49,7/10/2000,2000,Monday,17.06,84092,5%,CO,West
Homer,Christian,M,9/24/1988,28.86,65,6/10/2015,2015,Wednesday,2.13,172135,1%,AR,South
Claude,Yang,M,12/18/1979,37.64,65,6/8/2010,2010,Tuesday,7.14,81161,11%,VA,South
Stanford,Madsen,M,10/4/1983,33.84,74,2/26/2005,2005,Saturday,12.42,184620,24%,CA,West
Casey,Bickford,M,5/24/1963,54.22,77,6/30/2005,2005,Thursday,12.08,132631,26%,MN,Midwest
Abraham,Barker,M,5/18/1971,46.23,79,6/8/2007,2007,Friday,10.15,103432,8%,IA,Midwest
Magdalene,Jenson,F,4/19/1991,26.29,52,12/8/2014,2014,Monday,2.64,96526,27%,VA,South
Hayden,Null,M,5/17/1995,22.21,64,10/21/2016,2016,Friday,0.77,110751,21%,WV,South
Eugene,Redman,M,11/20/1994,22.7,53,5/2/2016,2016,Monday,1.24,157560,28%,MO,Midwest
Lonnie,Vincent,M,3/17/1987,30.39,88,11/27/2016,2016,Sunday,0.67,178686,2%,NC,South
Brett,Guerin,M,10/20/1985,31.79,64,2/24/2016,2016,Wednesday,1.42,100649,1%,OH,Midwest
Jamison,Robson,M,7/22/1978,39.04,70,5/12/2002,2002,Sunday,15.22,88732,29%,MA,Northeast
Jerri,Dean,F,3/16/1981,36.39,44,2/26/2014,2014,Wednesday,3.42,132560,5%,IN,Midwest
Lucio,Blalock,M,10/27/1972,44.78,88,3/15/1996,1996,Friday,21.38,86849,10%,IN,Midwest
Basilia,Zaragoza,F,8/2/1977,40.01,57,3/9/2000,2000,Thursday,17.4,116665,10%,MI,Midwest
Nan,Porter,F,4/10/1982,35.32,52,2/15/2005,2005,Tuesday,12.45,59161,2%,TX,South
Vernon,Mcgough,F,4/18/1973,44.31,59,4/4/2011,2011,Monday,6.32,45843,28%,NE,Midwest
Dillon,Pettway,M,1/5/1958,59.6,82,5/25/1991,1991,Saturday,26.19,113285,27%,UT,West
Ivy,Snyder,F,11/11/1961,55.75,50,7/20/1983,1983,Wednesday,34.05,138490,19%,PA,Northeast
Wilbur,Legg,M,7/15/1963,54.07,63,10/12/1987,1987,Monday,29.81,50288,18%,IA,Midwest
Shelia,Chang,F,12/29/1973,43.61,45,3/13/2004,2004,Saturday,13.38,102657,15%,SC,South
Edwardo,Nail,M,4/17/1968,49.31,88,11/5/1992,1992,Thursday,24.74,52261,3%,KY,South
Tyler,Hammond,F,6/13/1973,44.15,40,11/14/2005,2005,Monday,11.71,193321,1%,OH,Midwest
Roderick,Sandoval,M,10/13/1962,54.83,81,11/30/1998,1998,Monday,18.67,150523,5%,NC,South
Santos,Childs,M,6/28/1996,21.1,70,7/3/2017,2017,Monday,0.07,167774,15%,TN,South
Edda,Johnston,F,6/19/1966,51.14,60,12/3/2013,2013,Tuesday,3.65,79450,0%,MS,South
Lizette,Sanborn,F,4/17/1989,28.3,48,12/23/2015,2015,Wednesday,1.6,124136,1%,KS,Midwest
Marcene,Lincoln,F,6/23/1967,50.13,42,3/19/2007,2007,Monday,10.37,40929,15%,AL,South
Clarence,Rickard,M,11/18/1966,50.73,60,6/27/2005,2005,Monday,12.09,48000,26%,KY,South
Luciano,Glenn,M,1/2/1989,28.59,81,1/18/2012,2012,Wednesday,5.53,64433,6%,SC,South
Romeo,Ridgeway,M,12/15/1986,30.64,80,12/23/2008,2008,Tuesday,8.6,52195,27%,OH,Midwest
Brenton,Prince,M,7/19/1970,47.06,86,7/20/2010,2010,Tuesday,7.03,167728,27%,OH,Midwest
Elwood,Norton,M,7/13/1977,40.07,62,6/11/2011,2011,Saturday,6.13,134676,14%,NY,Northeast
Davis,Labbe,M,9/11/1970,46.91,69,1/4/2013,2013,Friday,4.56,43195,19%,TX,South
Gerald,Conrad,F,2/7/1964,53.51,51,2/10/1990,1990,Saturday,27.48,79540,6%,MI,Midwest
Floyd,Ashcraft,M,11/29/1989,27.68,85,6/4/2016,2016,Saturday,1.15,74795,10%,KY,South
Yadira,Mcqueen,F,9/24/1994,22.86,55,12/3/2016,2016,Saturday,0.65,166169,27%,GA,South
Rodrigo,Henry,M,12/24/1958,58.63,68,5/31/1994,1994,Tuesday,23.18,90631,1%,OR,West
Jude,Bigelow,M,12/20/1957,59.64,69,5/18/2000,2000,Thursday,17.21,191493,0%,CA,West
Joelle,Denton,F,1/3/1971,46.6,40,4/18/2008,2008,Friday,9.28,136165,2%,FL,South
Jerald,Ochoa,M,2/18/1995,22.45,87,4/16/2017,2017,Sunday,0.28,110380,15%,WV,South
Roy,Deberry,M,7/21/1977,40.05,64,7/5/2010,2010,Monday,7.07,73037,2%,MA,Northeast
Willy,Hickey,M,12/5/1986,30.67,69,9/22/2011,2011,Thursday,5.85,199156,21%,AK,West
Claretha,Paxton,F,3/10/1962,55.42,53,5/14/2015,2015,Thursday,2.21,128526,28%,SD,Midwest
Rosena,Strand,F,3/23/1985,32.37,46,11/6/2007,2007,Tuesday,9.73,127240,16%,FL,South
Minh,Settles,M,11/23/1967,49.71,52,1/4/2005,2005,Tuesday,12.57,80620,13%,TN,South
Setsuko,Solano,F,12/31/1991,25.59,55,4/5/2016,2016,Tuesday,1.31,41914,14%,NC,South
Denver,Evans,M,4/27/1978,39.28,58,10/3/2000,2000,Tuesday,16.83,83725,7%,TX,South
Andria,Soileau,F,11/7/1981,35.75,57,9/4/2015,2015,Friday,1.9,91213,24%,WV,South
Vanetta,Eaton,F,8/29/1964,52.95,54,3/7/1986,1986,Friday,31.41,99991,9%,AZ,West
Stan,Weinberg,M,4/10/1973,44.33,80,5/19/1994,1994,Thursday,23.21,129936,3%,WI,Midwest
Bennett,Flournoy,M,4/13/1981,36.32,69,12/15/2009,2009,Tuesday,7.62,61264,28%,TX,South
Eugenia,Danielson,F,9/18/1992,24.87,49,2/27/2017,2017,Monday,0.41,113792,10%,CA,West
Nan,Doll,F,4/7/1959,58.35,52,12/19/1985,1985,Thursday,31.63,46667,3%,OH,Midwest
Murray,Hamilton,M,6/9/1970,47.17,55,2/6/2010,2010,Saturday,7.48,126666,19%,NV,West
Randolph,Duncan,M,5/31/1977,40.19,67,7/21/2002,2002,Sunday,15.03,120801,25%,LA,South
Corrie,Mcinnis,F,12/6/1957,59.68,52,3/27/1991,1991,Wednesday,26.36,146004,15%,MI,Midwest
Gerry,Looney,M,5/9/1958,59.26,67,1/20/2016,2016,Wednesday,1.52,157572,12%,FL,South
Hoyt,Boisvert,M,4/25/1965,52.29,85,6/10/2009,2009,Wednesday,8.14,171334,20%,SD,Midwest
Elma,Pierre,F,1/16/1959,58.57,47,10/8/1991,1991,Tuesday,25.82,174649,6%,CA,West
Valerie,Elkins,F,5/16/1964,53.24,55,5/7/2016,2016,Saturday,1.22,100903,4%,OH,Midwest
Tanesha,Brownlee,F,4/20/1964,53.31,41,8/27/2009,2009,Thursday,7.92,143536,5%,MA,Northeast
Denyse,Pennington,F,4/25/1979,38.28,42,6/10/2016,2016,Friday,1.13,61448,19%,MD,South
Alma,Peachey,F,12/16/1962,54.65,55,5/20/1999,1999,Thursday,18.2,40280,23%,NJ,Northeast
Hung,Berube,M,5/6/1992,25.24,79,11/21/2016,2016,Monday,0.68,176080,6%,KY,South
Minh,Escamilla,M,9/19/1994,22.87,76,12/23/2016,2016,Friday,0.59,141796,4%,NC,South
Doug,Tremblay,M,12/27/1975,41.61,64,5/24/2009,2009,Sunday,8.18,75302,18%,IA,Midwest
Willie,Tracy,M,12/18/1972,44.64,64,6/15/2003,2003,Sunday,14.13,172822,15%,CA,West
Arlinda,Newell,F,1/15/1974,43.56,52,2/3/2010,2010,Wednesday,7.48,96152,12%,FL,South
Maria,Novotny,F,12/26/1984,32.61,51,6/16/2008,2008,Monday,9.12,108494,18%,CT,Northeast
Madie,Gilliam,F,6/25/1958,59.13,45,8/11/1979,1979,Saturday,37.99,74466,0%,SD,Midwest
Esta,Caron,F,5/7/1978,39.25,44,11/7/2007,2007,Wednesday,9.73,197556,3%,KS,Midwest
Dedra,Matthew,F,12/4/1968,48.68,55,3/22/2000,2000,Wednesday,17.36,155270,12%,MS,South
Lamar,Callahan,M,9/4/1963,53.93,64,3/10/2006,2006,Friday,11.39,51178,11%,ND,Midwest
Gino,Burchett,M,1/2/1989,28.59,81,6/3/2016,2016,Friday,1.15,86294,25%,AR,South
Teofila,Escobar,F,5/11/1993,24.23,50,7/11/2014,2014,Friday,3.05,42421,20%,MO,Midwest
Collin,Kunkel,M,5/15/1988,29.22,77,2/7/2014,2014,Friday,3.47,59615,27%,CA,West
Leonore,Mcswain,F,1/23/1994,23.53,40,8/21/2016,2016,Sunday,0.93,141306,25%,MO,Midwest
Debby,Chapa,F,6/23/1974,43.13,41,3/3/2013,2013,Sunday,4.41,126422,1%,NE,Midwest
Sherman,Kohler,M,10/14/1959,57.83,82,4/23/1986,1986,Wednesday,31.28,150517,9%,FL,South
Theressa,Bonds,F,2/18/1976,41.47,44,5/31/1999,1999,Monday,18.17,49902,4%,ID,West
Minh,Gay,M,10/10/1959,57.84,75,11/4/2002,2002,Monday,14.74,66735,18%,GA,South
Trudi,Willey,F,11/4/1958,58.77,53,10/17/2016,2016,Monday,0.78,61264,8%,MD,South
Dorathy,Lopez,F,4/22/1961,56.3,56,11/5/2010,2010,Friday,6.73,132591,13%,TX,South
Meghann,Chambliss,F,10/7/1983,33.83,49,4/4/2011,2011,Monday,6.32,143873,28%,AL,South
Claire,Rhoads,F,1/9/1974,43.58,51,11/20/2002,2002,Wednesday,14.7,184237,2%,MA,Northeast
Leilani,John,F,8/26/1986,30.94,42,2/26/2012,2012,Sunday,5.42,150519,14%,AL,South
Marc,Dowdy,M,2/26/1970,47.45,73,11/4/2008,2008,Tuesday,8.73,179555,28%,TX,South
Rhett,Banda,M,3/26/1995,22.36,77,11/22/2016,2016,Tuesday,0.68,58804,10%,CA,West
Markus,Aldridge,M,5/18/1970,47.23,68,4/2/2004,2004,Friday,13.33,151983,16%,NY,Northeast
Eloy,Burrow,M,8/25/1966,50.96,68,2/8/2010,2010,Monday,7.47,189664,12%,SC,South
Malika,Mcdaniel,F,7/14/1983,34.06,46,5/10/2010,2010,Monday,7.22,114970,23%,FL,South
Lonny,Desjardins,M,5/8/1985,32.24,68,3/19/2012,2012,Monday,5.36,134002,5%,FL,South
Stefany,Tribble,F,1/22/1995,22.53,43,7/11/2017,2017,Tuesday,0.05,162054,2%,NY,Northeast
Saturnina,Cintron,F,2/4/1964,53.52,58,4/5/1996,1996,Friday,21.33,132460,22%,FL,South
Tracey,Thacker,M,2/23/1965,52.46,73,10/22/1999,1999,Friday,17.78,87559,28%,IA,Midwest
Yuette,Sigler,F,4/10/1978,39.33,53,5/4/2003,2003,Sunday,14.24,53304,12%,OH,Midwest
Alan,Baber,M,8/4/1992,25,86,10/14/2015,2015,Wednesday,1.79,132935,13%,TX,South
Huong,Shepard,F,5/23/1986,31.2,56,1/23/2009,2009,Friday,8.52,113447,26%,NY,Northeast
Frederica,Hull,F,8/18/1981,35.97,41,9/7/2002,2002,Saturday,14.9,183700,11%,OK,South
Noriko,Bartlett,F,1/4/1989,28.58,45,2/17/2017,2017,Friday,0.44,167581,29%,WI,Midwest
Yolando,Stillwell,F,3/10/1981,36.41,59,5/22/2007,2007,Tuesday,10.19,62021,11%,WV,South
Sybil,Quarles,F,8/7/1963,54.01,59,10/28/1987,1987,Wednesday,29.77,190448,20%,KY,South
Raina,Ornelas,F,2/28/1988,29.43,56,1/14/2010,2010,Thursday,7.54,79922,13%,NE,Midwest
Eunice,Hickson,F,12/26/1964,52.62,52,2/20/1993,1993,Saturday,24.45,137231,21%,NY,Northeast
Andre,Walls,M,4/17/1994,23.3,88,11/11/2015,2015,Wednesday,1.71,98109,24%,KS,Midwest
Leif,Hankins,M,10/19/1962,54.81,57,12/13/1999,1999,Monday,17.64,127066,23%,KY,South
Chasity,Keeney,F,11/20/1964,52.72,41,3/11/2010,2010,Thursday,7.39,175419,8%,GA,South
Gabriel,Mathias,M,5/29/1961,56.2,62,12/20/1993,1993,Monday,23.62,174687,23%,UT,West
Daryl,Judkins,M,2/14/1983,34.47,83,7/28/2011,2011,Thursday,6.01,173905,27%,KS,Midwest
Freida,Hyde,F,9/28/1973,43.86,56,5/3/2008,2008,Saturday,9.24,175187,26%,MS,South
Amos,Gallant,M,5/25/1975,42.21,63,12/17/2008,2008,Wednesday,8.62,44534,29%,MO,Midwest
Sigrid,Swartz,F,11/18/1965,51.73,43,6/1/2008,2008,Sunday,9.16,86912,30%,CA,West
Sanda,Schwarz,F,1/28/1992,25.52,53,7/4/2014,2014,Friday,3.07,158520,19%,CA,West
Bradford,Maxwell,M,4/14/1967,50.32,56,12/2/1993,1993,Thursday,23.67,137475,12%,KS,Midwest
Matilda,Plunkett,F,4/23/1991,26.28,47,9/19/2013,2013,Thursday,3.86,129270,7%,NC,South
Kathlyn,Matson,F,11/13/1995,21.72,44,3/19/2017,2017,Sunday,0.36,117899,24%,CT,Northeast
Jay,Blanton,M,5/5/1983,34.25,85,2/5/2017,2017,Sunday,0.47,49970,14%,NY,Northeast
Austin,Arevalo,M,11/7/1992,24.74,90,6/12/2017,2017,Monday,0.13,69879,11%,TN,South
Antonetta,Mcmullen,F,9/24/1989,27.86,43,2/9/2011,2011,Wednesday,6.47,111785,3%,CA,West
Shane,Knoll,M,3/26/1962,55.38,82,4/14/1986,1986,Monday,31.31,71175,2%,TX,South
Josue,Singh,M,4/21/1973,44.3,53,2/19/2011,2011,Saturday,6.44,47682,7%,CA,West
Mercedez,Bader,F,1/23/1964,53.55,44,2/3/1987,1987,Tuesday,30.5,64127,17%,IL,Midwest
Alfred,Mackenzie,M,9/27/1972,44.86,90,10/25/2000,2000,Wednesday,16.77,46893,8%,CA,West
Lindsey,Teel,M,8/9/1961,56.01,69,1/6/2001,2001,Saturday,16.57,72295,16%,UT,West
Jerry,Dollar,M,2/1/1974,43.52,56,10/20/1998,1998,Tuesday,18.78,184985,12%,MA,Northeast
Vita,Woodworth,F,1/8/1990,27.57,40,11/10/2014,2014,Monday,2.72,70228,29%,IA,Midwest
Zane,Marquardt,M,11/13/1986,30.73,63,9/4/2016,2016,Sunday,0.9,94565,30%,NC,South
Heath,Lake,M,1/11/1984,33.57,52,1/9/2006,2006,Monday,11.56,91349,4%,GA,South
Johnathan,Dobbs,M,1/22/1974,43.54,58,6/30/2010,2010,Wednesday,7.08,161614,13%,SD,Midwest
Cythia,Keck,F,1/28/1966,51.53,59,11/18/1989,1989,Saturday,27.71,78974,6%,AK,West
Jonas,Stevens,M,9/6/1986,30.91,89,6/9/2016,2016,Thursday,1.13,132429,5%,AL,South
Douglas,Crutchfield,M,6/10/1971,46.16,75,7/12/2010,2010,Monday,7.05,145455,1%,NY,Northeast
Pasquale,Elrod,M,4/23/1996,21.28,76,4/18/2017,2017,Tuesday,0.28,176212,22%,OK,South
Geraldo,Ferreira,M,1/24/1983,34.53,70,3/29/2005,2005,Tuesday,12.34,184438,22%,PA,Northeast
Micah,Autry,M,3/20/1971,46.39,85,8/15/2012,2012,Wednesday,4.95,48266,21%,MS,South
Courtney,Ramos,M,1/21/1993,24.53,70,3/21/2016,2016,Monday,1.35,61262,11%,OH,Midwest
Sherron,Matlock,F,3/22/1962,55.39,42,7/31/2006,2006,Monday,11,198829,8%,TX,South
Elwood,Clarkson,M,1/5/1996,21.58,81,4/21/2017,2017,Friday,0.27,46470,23%,AL,South
Vernetta,Kaye,F,6/19/1964,53.14,46,9/13/1995,1995,Wednesday,21.89,72517,30%,TX,South
Bethann,Waldrop,F,1/13/1992,25.56,44,12/20/2015,2015,Sunday,1.61,77453,21%,CA,West
Michel,Masters,M,10/15/1983,33.81,68,4/5/2012,2012,Thursday,5.32,83418,0%,WV,South
Weston,Kang,M,7/23/1960,57.05,86,2/7/1994,1994,Monday,23.48,153210,20%,WV,South
Richie,Rains,M,11/30/1995,21.67,83,5/5/2017,2017,Friday,0.23,190779,26%,NC,South
